frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,174463.798835,100370.000000,17.146428
4,374003.429754,315681.000000,281.165432
8,118903.089220,60548.000000,214.930221
16,229876.383783,181082.000000,120.958671
32,223243.056078,144345.000000,636.068393
64,117144.028623,73352.000000,122.122889
128,471284.720119,238046.000000,12377.340264
256,398321.148388,212441.000000,1125.089774
512,618177.411577,278997.000000,26119.131800
1024,183537.576477,154274.000000,7497.654700
2048,395548.131301,205250.000000,18232.973839
4096,407573.714592,290183.000000,65954.832507
8192,68689.653479,30304.000000,22198.790755
16384,526378.138297,149751.000000,28666.104932
32768,764034.089766,231058.000000,617714.166190
65536,1106868.602573,136892.000000,998627.568163
