frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,59410.838919,23497.000000,35.227830
4,213305.183397,150867.000000,31.048349
8,188711.933841,140968.000000,47.560488
16,192314.220722,85843.000000,18.027756
32,51072.292821,17280.000000,3660.867247
64,405228.061950,280304.000000,733.493695
128,529856.464930,229262.000000,5559.989119
256,251047.723989,216045.000000,26102.849557
512,253297.535436,184267.000000,1648.185366
1024,164631.962000,110340.000000,1533.299384
2048,183047.456762,126324.000000,126613.211973
4096,216670.829758,78244.000000,106011.449566
8192,935977.556333,249420.000000,455621.158372
16384,207774.192206,97838.000000,42424.771113
32768,1655807.134985,234005.000000,1219528.446817
65536,4081363.278821,295060.000000,3341776.154892
