frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,141224.176362,113855.000000,9.273618
4,86718.695406,45059.000000,103.223059
8,196263.665438,131207.000000,83.030115
16,167828.041531,118330.000000,65.299311
32,334188.491759,322740.000000,7446.770978
64,268313.439222,185338.000000,278.445686
128,66122.049537,32899.000000,353.940673
256,359894.511227,226378.000000,788.336857
512,78075.955652,46601.000000,4233.195956
1024,315442.630576,178094.000000,20667.509719
2048,353122.775421,139929.000000,22817.593826
4096,211405.037930,117283.000000,56097.431679
8192,486923.378342,196710.000000,113096.165859
16384,1124541.979222,198273.000000,420684.922705
32768,854276.291326,170950.000000,625363.386894
65536,2524473.783762,242754.000000,2512148.331370
