frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1862329.841708,280881.000000,355.794885
4,1196012.921729,285548.000000,116.700471
8,2370675.730563,300602.000000,234.554898
16,1208301.419164,263016.000000,1001.100894
32,2299952.236376,300358.000000,659.691595
64,2016493.480881,263090.000000,5255.087725
128,2709155.562919,300265.000000,5659.147904
256,2977974.907504,292825.000000,65117.305350
512,2280186.129298,301819.000000,251872.969268
1024,2777794.334759,293963.000000,346844.478823
2048,2538102.790627,295306.000000,756975.060071
4096,4182097.353045,303330.000000,476547.692776
8192,2081703.786345,278201.000000,861889.534340
16384,2915803.476066,255372.000000,1879130.534465
32768,1716520.515303,222150.000000,756787.059714
65536,6262279.254190,300397.000000,6018866.405928
