frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,680787.158575,139997.000000,85960.196690
4,793673.108951,226696.000000,58.523500
8,1455302.885458,234523.000000,129.938447
16,2449238.778955,298420.000000,1982.127645
32,2204497.817593,294493.000000,24353.405593
64,2875223.317508,300816.000000,2455.356797
128,2247588.805172,289483.000000,655.214469
256,3253504.199847,294432.000000,287064.055704
512,2619678.916896,304795.000000,173936.872428
1024,2580377.589657,288275.000000,403255.941593
2048,2724011.571073,289100.000000,391928.894533
4096,3912464.027550,306800.000000,1579519.919457
8192,1652466.812164,226602.000000,366150.867269
16384,3084219.362056,251499.000000,1653725.412030
32768,4225345.110698,277304.000000,836548.969827
65536,5383218.917954,287611.000000,4850320.553824
