frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1482992.422126,270327.000000,186.005376
4,744551.479678,193204.000000,202.511728
8,1995346.840063,293869.000000,254359.247080
16,2347622.903156,293704.000000,1233.493818
32,2355324.765649,296932.000000,348.944122
64,2575537.324984,301381.000000,9275.279511
128,3036623.485319,302740.000000,4484.903678
256,2743162.936410,300771.000000,106262.340361
512,3212177.259973,282863.000000,259022.869589
1024,2990577.676814,280849.000000,189153.168887
2048,3005549.077554,294303.000000,350100.827750
4096,1371366.516695,205583.000000,577137.005708
8192,2933878.229704,273569.000000,1223593.090705
16384,4113458.510149,264867.000000,966834.220120
32768,1084641.865929,117869.000000,949425.476689
65536,2090410.849671,128938.000000,2042088.908038
