frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1161086.288621,296748.000000,249370.010685
4,1475397.768999,267312.000000,174.218254
8,1180832.219984,221444.000000,119.662024
16,1392906.277841,248306.000000,9630.573192
32,2768560.170245,291985.000000,200621.159500
64,2674623.908502,290862.000000,89284.769586
128,2319443.183650,301047.000000,43081.275794
256,2961168.982399,300633.000000,6107.161534
512,2445272.372635,293531.000000,245146.833490
1024,2661171.059140,282552.000000,55483.069553
2048,2428933.620164,291981.000000,117087.630670
4096,4446078.875113,294833.000000,1416420.151999
8192,2266446.089752,299362.000000,769133.980844
16384,1289690.692988,186683.000000,349053.778223
32768,4548371.980628,238380.000000,4036354.165676
65536,2019315.931769,172096.000000,1365011.597941
