frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2043420.427689,296159.000000,282.703024
4,698613.587172,223754.000000,252.885350
8,1512998.793018,291881.000000,157.857531
16,1185349.448005,204065.000000,34206.925761
32,3125303.188228,300278.000000,159832.334445
64,2449873.060013,280137.000000,50054.871901
128,2436473.585416,299663.000000,3837.615405
256,2491742.370312,276239.000000,109468.505270
512,2626089.266458,299669.000000,80872.619365
1024,3316812.825063,291498.000000,511285.304569
2048,2287783.478919,289537.000000,558766.440052
4096,2732626.068032,297800.000000,989290.934458
8192,3616506.475315,299948.000000,939677.569979
16384,3387054.861392,291103.000000,1578546.997880
32768,2002299.393822,210666.000000,1174354.839764
65536,5156216.688748,300082.000000,4725694.030470
