frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1727787.337927,303308.000000,114.717043
4,812308.187140,270507.000000,79786.946533
8,2004689.358599,288142.000000,85.434185
16,1802400.374530,278914.000000,15215.599824
32,2468051.456215,300316.000000,381.115468
64,2060541.680256,280193.000000,63355.274532
128,2678562.658261,295326.000000,103929.721803
256,3186463.430488,302807.000000,55998.157014
512,2424645.024126,296241.000000,38069.655607
1024,2883826.525982,292444.000000,31050.504923
2048,2477376.955209,289596.000000,568804.609547
4096,2745659.761223,291326.000000,311147.126934
8192,4019366.533849,288044.000000,1727640.956899
16384,3033031.612193,297691.000000,1475344.871295
32768,3468936.484219,305302.000000,1667114.960044
65536,2954965.311461,188114.000000,2672727.370472
