frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1208684.832311,291580.000000,80.212219
4,2060854.082449,259225.000000,100.289581
8,1308402.534613,258855.000000,118.292012
16,1977109.179009,295156.000000,1832.321205
32,2186395.132574,290310.000000,114641.633140
64,2684179.625290,286493.000000,46564.462190
128,2179582.713575,255996.000000,161644.703903
256,2833541.255213,273382.000000,94711.893097
512,2124999.830456,290484.000000,3994.754436
1024,2700474.693712,290012.000000,36579.097337
2048,2176824.109260,221106.000000,150482.992341
4096,3132068.611014,286125.000000,1680667.619284
8192,1693162.993193,300915.000000,557767.178779
16384,2702030.202592,296839.000000,476859.390302
32768,5427652.196411,297529.000000,4234530.734070
65536,4148671.269437,293699.000000,2806493.378795
