frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,902952.308703,203328.000000,1464.214124
4,1507682.058748,241815.000000,201.044771
8,2090652.170608,297380.000000,177.761076
16,1611466.113964,281747.000000,425.539657
32,1667731.514944,223317.000000,264.646935
64,2252893.410970,301911.000000,123798.310970
128,2896761.873130,299543.000000,399194.103698
256,2057969.194513,262675.000000,376915.113320
512,3016307.594711,298063.000000,399528.441558
1024,3657963.051788,286643.000000,612885.116644
2048,2492541.790869,293645.000000,982015.249921
4096,2648054.483807,302405.000000,756177.250909
8192,1409844.098318,243693.000000,301508.048911
16384,300055.371398,39078.000000,159822.868386
32768,4405141.260175,273986.000000,3808981.762638
65536,5683319.669572,295504.000000,5272182.299237
