frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1617530.620815,293347.000000,24170.290275
4,1966866.305566,301757.000000,248.372704
8,1805710.035288,291959.000000,255.154855
16,1492311.873518,283167.000000,752.145598
32,1490533.204310,223698.000000,12742.860511
64,2947672.936532,295696.000000,73535.378751
128,3026326.441967,296104.000000,361.090016
256,3005954.156931,306836.000000,248914.793349
512,3396221.238600,287997.000000,495019.371893
1024,2181861.001670,261029.000000,535610.953805
2048,1784845.940073,285443.000000,353573.706361
4096,3095843.814624,299353.000000,1164167.754404
8192,2079727.548676,252456.000000,635179.605154
16384,3563748.612694,258755.000000,2144376.632311
32768,4792891.963942,279805.000000,3806616.415674
65536,3464975.004481,252161.000000,2630296.701698
