frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2008663.726315,298722.000000,203.088651
4,1856674.293176,248576.000000,90.016665
8,1493799.415667,280991.000000,264.990566
16,1901200.310662,298045.000000,85.152804
32,2387808.704561,302022.000000,2217.202742
64,3062128.898630,292485.000000,78936.979674
128,2765478.939162,297363.000000,31081.035247
256,2642770.793864,299891.000000,119641.776149
512,3558594.980689,303487.000000,57736.158497
1024,2924812.867703,292953.000000,342679.263157
2048,3228439.655355,292222.000000,497488.710782
4096,3210411.641506,304061.000000,1373622.325046
8192,1937955.967367,300031.000000,1310720.785448
16384,3308681.517945,256779.000000,1575338.450737
32768,1843535.674799,215771.000000,1308275.260049
65536,639111.400136,125775.000000,0.000000
