frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1313362.663082,300334.000000,137.368119
4,2412098.031223,293811.000000,36858.097618
8,1756190.209994,295438.000000,174.071824
16,1501795.633295,294884.000000,33910.862861
32,2467695.134593,298639.000000,1408.890343
64,3150430.749160,300575.000000,5705.099649
128,2845008.605922,299565.000000,5259.295865
256,2237362.116336,277767.000000,31805.092218
512,3051326.063830,291552.000000,84379.761353
1024,2941101.837728,297565.000000,107882.319636
2048,2037287.936904,246846.000000,1025111.022127
4096,2865067.576661,293375.000000,1322107.720902
8192,3468250.484093,300762.000000,957456.024235
16384,2068993.570689,226996.000000,1262327.447889
32768,4478255.858111,241463.000000,2095685.806328
65536,4515472.070154,298466.000000,240925.416308
