frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1743822.552693,295697.000000,155.634186
4,1728954.021175,291966.000000,15645.633129
8,1043872.645439,302183.000000,87.000000
16,701743.143549,213195.000000,1668.294339
32,2697029.692402,281887.000000,9466.363452
64,2630245.763237,288346.000000,144064.522073
128,2652120.980881,295229.000000,9225.721706
256,2424879.857127,299311.000000,191147.465139
512,1532826.711274,244371.000000,190321.977189
1024,2511864.587439,297552.000000,702096.754154
2048,2643135.954097,287159.000000,669533.644734
4096,3067699.621631,288656.000000,1080928.757038
8192,2954167.701928,283157.000000,145469.793177
16384,2338200.572492,266145.000000,858509.168774
32768,3477659.157004,238084.000000,2887912.855808
65536,4982561.220765,297459.000000,1247957.585833
