frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1164604.695115,264104.000000,119.624412
4,1669791.186758,293129.000000,392.276688
8,1913329.646890,300981.000000,122.118795
16,2423913.739843,301065.000000,672.232103
32,2162656.677140,271407.000000,1249.588732
64,2249544.672379,304161.000000,260369.760610
128,2586626.435301,298242.000000,7975.517977
256,3188663.669627,302672.000000,18947.009474
512,3187564.923697,290874.000000,469352.422238
1024,1503032.563853,299161.000000,22896.885924
2048,1957067.869274,302846.000000,78198.931470
4096,1351260.700527,254319.000000,295882.719367
8192,967616.543825,130331.000000,406746.276872
16384,518948.271333,64886.000000,325113.051310
32768,2502830.876758,177974.000000,1476980.732074
65536,5162671.602201,289797.000000,4215324.359588
