frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1402720.003044,284675.000000,7461.938488
4,2720307.062880,300537.000000,107.995370
8,928406.067966,250614.000000,48556.538581
16,1919338.727105,290031.000000,153.169840
32,1936977.308903,294974.000000,13448.987843
64,2828968.839995,294824.000000,1436.315077
128,2684389.407842,294697.000000,181414.512485
256,3203952.029230,294018.000000,83793.221522
512,3141559.626070,296209.000000,290144.949148
1024,2792790.670226,276226.000000,933826.725382
2048,2098362.736650,286148.000000,86931.165441
4096,3189773.491515,287185.000000,763494.229706
8192,1410170.567159,164063.000000,494432.333937
16384,724908.751874,95233.000000,505291.256541
32768,4827372.421693,276218.000000,1856915.546826
65536,3564261.921657,194334.000000,3564252.242020
