frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,909292.316681,166825.000000,242.014462
4,1828344.085157,248815.000000,148.003378
8,981463.086255,233348.000000,360.528778
16,2949958.085092,288554.000000,366.681060
32,2239490.636343,289567.000000,651.247265
64,2531370.861287,285396.000000,127002.246823
128,2073057.089920,273558.000000,6186.652245
256,3126314.548356,290453.000000,116194.063058
512,3563027.078162,299956.000000,295220.923740
1024,2778504.539445,290992.000000,53090.847959
2048,1646781.706922,260623.000000,708746.090541
4096,3143172.628388,278723.000000,1306659.308376
8192,2949327.784085,292648.000000,466628.832970
16384,2742326.378638,235718.000000,2472835.388857
32768,4949767.750870,285723.000000,3409263.580118
65536,3074412.621473,300285.000000,2747585.185323
