frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1578365.174553,269645.000000,168.231983
4,1772263.356377,299815.000000,58.180753
8,1626046.126564,247934.000000,229.562628
16,2205304.232514,290558.000000,131.038162
32,2234321.959475,286371.000000,145.928064
64,2668682.987948,297511.000000,4347.270868
128,3315402.572502,294833.000000,38754.936950
256,2777420.901748,296209.000000,62689.752911
512,3126775.714551,288494.000000,89231.606463
1024,2782401.878879,281620.000000,41385.472222
2048,2553075.493345,298201.000000,299683.940332
4096,3211821.416908,279828.000000,1268540.838630
8192,3104650.714722,267708.000000,872798.470671
16384,3881061.411459,297682.000000,481708.054321
32768,3064523.212148,297409.000000,1955126.966395
65536,3800165.692950,237031.000000,1363821.412796
