frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1424414.435538,284828.000000,386.407816
4,1290673.246950,229627.000000,171.478862
8,2378591.455032,289949.000000,179.791546
16,2443136.617951,299338.000000,217.478735
32,1726253.202276,246935.000000,139.104277
64,2698451.429307,298883.000000,10250.570277
128,2635281.366981,282368.000000,203496.291190
256,3135362.124196,303874.000000,9515.395000
512,2660810.078189,301646.000000,16687.412142
1024,2205016.178443,295706.000000,175674.357645
2048,2439344.644219,295443.000000,105606.549982
4096,2446581.018082,211374.000000,298618.213686
8192,3886976.126727,294882.000000,2436589.793031
16384,669787.835592,89783.000000,433676.341967
32768,2134879.657584,274940.000000,891990.100844
65536,1171543.505922,120061.000000,544891.429885
