frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1428661.648962,283049.000000,93.230896
4,1858329.013262,278061.000000,82.879430
8,1939622.873405,282119.000000,433.824849
16,1911267.770041,292440.000000,3459.146571
32,2317895.719675,290555.000000,28283.699829
64,2331311.092063,289092.000000,334.079332
128,2576207.802862,269661.000000,3161.418353
256,3069446.728717,289982.000000,374752.520828
512,2748112.006495,298015.000000,540713.412478
1024,3280593.893295,284521.000000,101061.332977
2048,1724290.695263,272737.000000,289216.714050
4096,1687963.471055,203430.000000,66038.675623
8192,3490342.462273,256929.000000,1346027.667726
16384,2099794.336976,195368.000000,1360522.165755
32768,3146700.519063,199991.000000,2998259.964503
65536,4520848.350593,271255.000000,3814495.205875
