frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1705677.455100,274908.000000,221.612274
4,1690835.908553,300781.000000,51.662365
8,1969816.385351,267185.000000,151.888117
16,2548728.578110,255993.000000,243.714997
32,2076430.508179,287419.000000,4262.335275
64,2735523.551245,289484.000000,1621.254144
128,2422399.375870,298661.000000,39454.949322
256,3132633.845895,290580.000000,320489.270590
512,2682250.649608,292938.000000,220264.101446
1024,2681950.093134,295042.000000,147453.263328
2048,3570930.474809,296798.000000,884740.856887
4096,1946942.593955,215293.000000,303415.765711
8192,3472468.681168,251028.000000,1743768.582293
16384,2675228.505081,290904.000000,324492.933485
32768,3207222.358517,248577.000000,621357.416436
65536,3017679.723952,229261.000000,2835748.714628
