frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1445313.309238,290744.000000,123.490890
4,2304337.168130,267327.000000,276.562832
8,1544345.234101,262095.000000,139.003597
16,1750775.353638,244104.000000,166.349031
32,2133971.076159,297365.000000,984.815719
64,2023325.303213,296295.000000,3019.492673
128,2388520.438107,279961.000000,3792.515260
256,2523891.929282,298009.000000,202336.309221
512,2865326.871229,289783.000000,79346.270996
1024,2826097.811193,292611.000000,640464.867099
2048,3312994.486614,304643.000000,516861.445927
4096,3557064.340257,290112.000000,1505114.461430
8192,2537283.817128,285205.000000,1125154.226410
16384,1967477.244577,244521.000000,340105.013857
32768,3775626.470196,234602.000000,2149767.093468
65536,7146272.654255,302687.000000,7146272.654255
