Round,Algorithm_Used
1,RMLF
2,FCFS
3,RMLF
4,FCFS
5,RMLF
6,FCFS
7,RMLF
8,FCFS
9,RMLF
10,FCFS
11,RMLF
12,RMLF
13,RMLF
14,FCFS
15,RMLF
16,RMLF
17,FCFS
18,RMLF
19,FCFS
20,RMLF
21,RMLF
22,RMLF
23,FCFS
24,RMLF
25,RMLF
26,RMLF
27,RMLF
28,RMLF
29,FCFS
30,RMLF
31,RMLF
32,RMLF
33,FCFS
34,RMLF
35,RMLF
36,RMLF
37,RMLF
38,RMLF
39,FCFS
40,RMLF
41,RMLF
42,FCFS
43,RMLF
44,RMLF
45,FCFS
46,RMLF
47,RMLF
48,FCFS
49,RMLF
50,RMLF
51,FCFS
52,RMLF
53,FCFS
54,RMLF
55,RMLF
56,FCFS
57,RMLF
58,FCFS
59,RMLF
60,FCFS
61,FCFS
62,RMLF
63,FCFS
64,RMLF
65,FCFS
66,RMLF
67,FCFS
68,RMLF
69,FCFS
70,RMLF
71,RMLF
72,FCFS
73,RMLF
74,RMLF
75,RMLF
76,FCFS
77,RMLF
78,RMLF
79,FCFS
80,RMLF
81,RMLF
82,RMLF
83,RMLF
84,FCFS
85,RMLF
86,RMLF
87,RMLF
88,RMLF
89,RMLF
90,RMLF
91,FCFS
92,RMLF
93,RMLF
94,RMLF
95,RMLF
96,RMLF
97,RMLF
98,RMLF
99,RMLF
100,RMLF
101,RMLF
102,RMLF
103,RMLF
104,RMLF
105,RMLF
106,RMLF
