frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,114777.929655,70552.000000,17.088007
4,794837.977716,272886.000000,112.347675
8,656555.518538,216953.000000,73.362116
16,679778.906993,233119.000000,190.344425
32,202581.332876,83223.000000,195.517263
64,498959.187194,313985.000000,4124.490878
128,964638.070090,300174.000000,1033.565189
256,524387.845627,263738.000000,10091.822333
512,817310.474759,269132.000000,115013.651125
1024,1021322.870715,295445.000000,26319.740348
2048,404755.456300,75308.000000,52652.321630
4096,724873.258362,191205.000000,254698.246345
8192,1766312.000199,291937.000000,330041.632631
16384,756048.372354,136157.000000,570293.490534
32768,877612.927965,222121.000000,0.000000
65536,3826504.642932,254924.000000,2627384.660555
