frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,245181.927717,188910.000000,0.000000
4,225759.600075,111667.000000,0.000000
8,467693.807181,231555.000000,0.000000
16,640718.758235,243003.000000,0.000000
32,708295.498059,301191.000000,0.000000
64,199726.501043,89455.000000,0.000000
128,292822.071950,209235.000000,0.000000
256,270919.863366,89741.000000,0.000000
512,664303.045235,248882.000000,0.000000
1024,229705.342896,207815.000000,0.000000
2048,482591.017131,207935.000000,0.000000
4096,367794.831590,274273.000000,0.000000
8192,440952.294339,62278.000000,0.000000
16384,313663.484341,200519.000000,0.000000
32768,2519853.373446,268725.000000,0.000000
65536,418043.016499,91445.000000,0.000000
