frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,246359.208162,102222.000000,17.349352
4,286929.703940,208259.000000,56.762664
8,377730.637181,176164.000000,64.668385
16,351766.414500,210307.000000,118.182063
32,416286.739708,233723.000000,2973.079716
64,663984.394952,213361.000000,209.308385
128,129154.516433,52961.000000,86.712168
256,366224.245516,210289.000000,6507.893515
512,259199.433610,144748.000000,18208.057969
1024,150512.165336,83904.000000,3931.676614
2048,571078.045231,277605.000000,170101.001129
4096,405670.280575,232585.000000,36903.928016
8192,551904.162022,296911.000000,279709.249318
16384,762394.603943,284834.000000,229652.672506
32768,819237.344524,257570.000000,630274.146596
65536,2096998.953209,303489.000000,1305244.608800
