frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,386155.408757,178939.000000,194.989743
4,174445.786748,111640.000000,28.124722
8,737028.627355,248971.000000,433.748775
16,404737.766254,256432.000000,33.060551
32,472602.269467,257820.000000,162.990797
64,306406.533684,126614.000000,6933.486641
128,296772.052810,221077.000000,3315.606129
256,151391.138601,101064.000000,7613.622134
512,135794.603692,54897.000000,12649.646952
1024,560114.668599,181298.000000,2297.413546
2048,223859.551974,63934.000000,16994.429705
4096,682217.184426,296427.000000,284015.247189
8192,975737.344968,259148.000000,477284.258910
16384,583153.497410,174502.000000,295740.808615
32768,1065691.998623,270950.000000,851004.982268
65536,1184793.968410,286397.000000,860335.237029
