frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,194823.185725,74976.000000,0.000000
4,636933.623020,224984.000000,0.000000
8,347716.788628,184634.000000,0.000000
16,751562.651583,229414.000000,0.000000
32,545265.296826,213743.000000,0.000000
64,286842.205169,176619.000000,0.000000
128,815743.346575,260762.000000,0.000000
256,276707.088259,159017.000000,0.000000
512,717750.171099,266982.000000,0.000000
1024,963437.783978,293668.000000,0.000000
2048,456661.359543,165454.000000,0.000000
4096,818629.606548,218239.000000,0.000000
8192,955456.428580,275945.000000,0.000000
16384,1476128.730727,232664.000000,0.000000
32768,1071391.296517,65545.000000,0.000000
65536,512311.902649,122208.000000,0.000000
