frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,467104.566975,216197.000000,34.073450
4,434668.320053,271260.000000,418.518817
8,290133.919982,168915.000000,39.862263
16,241987.873696,90442.000000,5866.072621
32,339462.517738,141708.000000,537.267159
64,798861.960718,286432.000000,1069.217938
128,644392.644739,264162.000000,347.375877
256,769960.896134,237365.000000,17832.705375
512,636162.380695,284523.000000,32009.767869
1024,939732.517110,283091.000000,72256.828771
2048,749542.137634,210979.000000,39983.812587
4096,1486382.332882,309446.000000,162271.470253
8192,1054289.655361,260620.000000,368310.448088
16384,1029014.643728,187452.000000,747639.730853
32768,3044259.835214,146694.000000,1399304.968982
65536,2552161.513837,209155.000000,2466698.241743
