frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,149496.375484,67150.000000,0.000000
4,235299.331476,147178.000000,0.000000
8,159826.301953,85926.000000,0.000000
16,657236.979008,252486.000000,0.000000
32,437754.419284,214762.000000,0.000000
64,183553.241325,96808.000000,0.000000
128,892644.738945,274615.000000,0.000000
256,500986.085035,232875.000000,0.000000
512,651344.292507,260176.000000,0.000000
1024,286866.656928,87396.000000,0.000000
2048,702385.930247,281996.000000,0.000000
4096,910989.373608,213746.000000,0.000000
8192,1249787.315965,221162.000000,0.000000
16384,995403.330331,249363.000000,0.000000
32768,1299617.855750,237785.000000,0.000000
65536,1407320.078431,256004.000000,0.000000
