frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,579960.487964,275545.000000,105.631435
4,362936.196798,261897.000000,66.670833
8,560870.072573,226317.000000,65.352888
16,241222.204716,142973.000000,54.827001
32,661370.838337,281615.000000,124.173266
64,613420.496538,249587.000000,2711.403880
128,248691.302888,88523.000000,19305.006346
256,789604.725675,262900.000000,1368.239380
512,828228.552412,304125.000000,12595.053990
1024,881680.021099,294860.000000,50500.774588
2048,636445.032854,232174.000000,77115.117104
4096,1150536.168831,196782.000000,466888.409513
8192,2295170.257886,199975.000000,1445880.581850
16384,590789.679714,204354.000000,195923.896669
32768,645579.458546,217106.000000,324451.474318
65536,264877.837085,62545.000000,232957.947707
