frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,319359.298651,254030.000000,0.000000
4,189399.292195,107208.000000,0.000000
8,153989.230951,79972.000000,0.000000
16,191208.262369,104529.000000,0.000000
32,154543.204804,72862.000000,0.000000
64,217583.272905,127199.000000,0.000000
128,257915.234094,122142.000000,0.000000
256,110433.375109,51365.000000,0.000000
512,600756.586949,248766.000000,0.000000
1024,768854.461844,224768.000000,0.000000
2048,687986.493762,320498.000000,0.000000
4096,344684.187972,111519.000000,0.000000
8192,661241.746119,238353.000000,0.000000
16384,596517.870397,299118.000000,0.000000
32768,1049141.058772,280672.000000,0.000000
65536,285802.443161,118088.000000,0.000000
