frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,85596.852892,47864.000000,1694.280083
4,386506.302634,354476.000000,21.771541
8,242973.489332,167604.000000,32.726136
16,287088.709477,140203.000000,946.520470
32,533506.857916,279233.000000,1733.903688
64,630740.817392,313359.000000,3483.714971
128,91068.378903,55499.000000,1291.564942
256,472959.383269,263623.000000,4082.785691
512,499520.690781,173463.000000,1169.561456
1024,420822.600013,192840.000000,81358.927261
2048,497203.940573,218841.000000,40502.403892
4096,223533.704365,70907.000000,126385.741360
8192,588830.312678,262241.000000,117352.153470
16384,994373.177900,172323.000000,793806.205631
32768,443310.419870,154261.000000,352831.605208
65536,773639.087188,160927.000000,746616.473532
