frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,239758.829022,159683.000000,39.051248
4,242457.749699,149032.000000,211.667192
8,700597.611418,306185.000000,109.562767
16,177559.032279,103870.000000,62.601917
32,369350.340216,253610.000000,2152.083874
64,389414.036263,255840.000000,278.059346
128,255279.180150,91486.000000,532.368294
256,70628.455285,30586.000000,772.242190
512,347761.227639,235121.000000,54235.227574
1024,248591.458779,187113.000000,10346.553291
2048,238708.092810,67244.000000,46841.346725
4096,325181.042057,123835.000000,58894.400286
8192,478874.353731,196486.000000,52355.510388
16384,217220.849816,95956.000000,159125.459336
32768,216912.855790,80102.000000,0.000000
65536,144398.529861,106376.000000,0.000000
