frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,401601.101652,246294.000000,622.889236
4,353394.010951,288410.000000,22.022716
8,266240.233949,120778.000000,105.318564
16,622564.573134,255795.000000,65.199693
32,68348.039262,21486.000000,471.880281
64,264174.154512,127619.000000,13149.193055
128,376641.979096,182080.000000,3833.453795
256,164364.952642,90768.000000,6570.017047
512,726460.970327,288774.000000,1512.929278
1024,427605.508331,188957.000000,30642.171235
2048,631835.005200,294452.000000,22585.146867
4096,989070.624186,288231.000000,445673.959764
8192,464667.692874,99646.000000,47066.063804
16384,344459.095576,139174.000000,20685.582854
32768,354730.886376,201919.000000,155698.548198
65536,1473222.836002,293185.000000,1223848.446166
