frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,335924.362708,139925.000000,54.277067
4,544645.923078,209650.000000,66.340033
8,342887.485451,167185.000000,32.771939
16,425316.284356,224477.000000,17.000000
32,279864.387454,175368.000000,828.513730
64,503068.929524,220210.000000,11893.257165
128,277916.022701,134977.000000,7682.664316
256,225836.623708,72963.000000,4955.333995
512,762447.382277,283595.000000,104545.240623
1024,392288.251819,136061.000000,4647.384641
2048,299434.791943,144184.000000,118241.232707
4096,319884.845049,141224.000000,76792.019351
8192,996385.818840,252946.000000,436570.250870
16384,784577.315692,243670.000000,115752.972199
32768,527900.283126,140263.000000,425210.782155
65536,1312412.537593,239783.000000,1135952.941177
