frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,132285.498018,33370.000000,76.902536
4,147204.249782,89867.000000,36.918830
8,735445.138059,238776.000000,358.455018
16,308956.491435,201769.000000,331.080051
32,431160.842050,223124.000000,2964.685818
64,623247.554589,284177.000000,41325.312884
128,846851.472946,284490.000000,421.525800
256,949251.185715,284086.000000,120249.810782
512,690607.728465,219145.000000,177058.787469
1024,894872.092208,290781.000000,166163.255099
2048,1074352.726064,285879.000000,108605.475870
4096,883796.334994,144687.000000,86041.531460
8192,1072281.588534,178743.000000,552787.507525
16384,1024298.644588,201851.000000,523742.534663
32768,2844763.251254,199119.000000,1710357.344678
65536,274518.076117,59773.000000,130812.753503
