frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,85804.326027,27718.000000,89.560036
4,637100.104085,253610.000000,241.026969
8,415001.103477,197496.000000,245.265163
16,770538.567507,267613.000000,984.703001
32,394835.476767,232216.000000,41268.087162
64,1103000.372143,301371.000000,8308.819712
128,917496.323902,286641.000000,639.379387
256,911764.497861,299237.000000,13188.298298
512,933205.776202,263241.000000,10788.777178
1024,545051.416308,172711.000000,42360.110304
2048,802202.230514,276496.000000,16730.414131
4096,596927.077917,105758.000000,35201.394021
8192,1038832.546040,193282.000000,556205.459764
16384,848197.005682,284743.000000,475038.523633
32768,2031894.149985,200008.000000,1666145.890256
65536,6411872.070695,270525.000000,4579250.416441
