frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,202945.962187,101959.000000,64.373908
4,186572.085482,78445.000000,71.721684
8,691551.155941,279678.000000,146.938763
16,367215.793768,247093.000000,77.233412
32,875246.494320,272291.000000,1260.697426
64,564626.852612,277472.000000,249.979999
128,492563.251891,239908.000000,2526.544676
256,322455.912610,143558.000000,2355.368336
512,524933.426509,215188.000000,36145.979555
1024,491834.793635,99891.000000,170843.906043
2048,706545.782806,278980.000000,7645.653929
4096,308907.268058,119907.000000,136880.707406
8192,987869.203976,199090.000000,387068.422807
16384,925917.415950,113949.000000,801772.519188
32768,902434.732329,164250.000000,152278.591315
65536,3849682.011416,171334.000000,3320090.564555
