frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,209653.553657,73374.000000,0.000000
4,512899.196854,235556.000000,0.000000
8,831531.037660,283809.000000,0.000000
16,117060.851428,63898.000000,0.000000
32,305335.176997,181336.000000,0.000000
64,159805.596545,123469.000000,0.000000
128,562402.295202,293852.000000,0.000000
256,667120.070640,297782.000000,0.000000
512,197835.860660,111258.000000,0.000000
1024,458442.364514,183580.000000,0.000000
2048,327471.059338,115332.000000,0.000000
4096,593673.118081,255340.000000,0.000000
8192,225675.966727,66995.000000,0.000000
16384,207160.853819,73658.000000,0.000000
32768,80468.511668,38560.000000,0.000000
65536,175635.913224,115200.000000,0.000000
