frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,308301.669527,270989.000000,224.281074
4,119762.603579,52066.000000,440.469068
8,432096.874935,151967.000000,59.791304
16,648980.525122,265010.000000,265.746119
32,229639.209387,96108.000000,53.469618
64,290749.946029,209978.000000,141.357702
128,398458.178405,169540.000000,1327.670516
256,77674.360905,34072.000000,356.494039
512,653646.351607,299153.000000,4165.564788
1024,363683.814911,151477.000000,21198.665312
2048,276585.133698,188362.000000,15371.940086
4096,168038.751617,105902.000000,112449.237988
8192,597054.469879,265810.000000,166421.802265
16384,602790.584811,138405.000000,521219.246906
32768,1020343.616916,150298.000000,906469.882541
65536,245311.607247,171156.000000,27560.727131
