frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,387175.210463,185330.000000,0.000000
4,261890.268632,134260.000000,0.000000
8,137875.766533,67532.000000,0.000000
16,596345.216000,193830.000000,0.000000
32,265693.274123,95431.000000,0.000000
64,332091.743648,124343.000000,0.000000
128,716013.942138,238433.000000,0.000000
256,687656.697966,312742.000000,0.000000
512,605250.161317,252187.000000,0.000000
1024,565262.520188,232575.000000,0.000000
2048,1562593.870158,278726.000000,0.000000
4096,2054362.779389,281459.000000,0.000000
8192,469325.943063,127321.000000,0.000000
16384,318296.353358,117268.000000,0.000000
32768,1625093.624671,261318.000000,0.000000
65536,1588529.105585,274752.000000,0.000000
