frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,196027.652554,115858.000000,0.000000
4,275287.729803,238475.000000,0.000000
8,421826.960585,223248.000000,0.000000
16,168280.196975,97527.000000,0.000000
32,253140.406781,133624.000000,0.000000
64,132516.332224,51743.000000,0.000000
128,494703.442416,195620.000000,0.000000
256,859862.423032,310188.000000,0.000000
512,667449.604522,303990.000000,0.000000
1024,263827.576686,98941.000000,0.000000
2048,228028.299388,58061.000000,0.000000
4096,237611.850146,111883.000000,0.000000
8192,1115294.280999,365789.000000,0.000000
16384,296337.329631,104458.000000,0.000000
32768,2396879.539269,257525.000000,0.000000
65536,2452978.335525,244871.000000,0.000000
