frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,138805.449443,80598.000000,412.666936
4,385065.239158,241790.000000,459.523666
8,218968.943202,210838.000000,74.505033
16,290340.269728,225570.000000,155.022579
32,158210.955755,109259.000000,1374.505366
64,420850.785230,237849.000000,139.978570
128,188374.691464,140271.000000,2818.894819
256,308660.777816,247370.000000,490.146917
512,388213.356402,246247.000000,3198.714117
1024,439381.975604,202969.000000,4538.968055
2048,193684.934288,91093.000000,4117.232323
4096,49365.366949,18361.000000,19598.632503
8192,306967.225907,193788.000000,195302.020886
16384,315465.587724,230305.000000,102536.976535
32768,107770.746713,54291.000000,46321.965729
65536,432502.773762,157653.000000,381369.597581
