frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,108521.801294,57846.000000,92.336342
4,171838.801247,111252.000000,74.899933
8,70517.276479,36735.000000,2640.360392
16,311331.202505,283500.000000,44.452222
32,167592.925167,146441.000000,43.451122
64,230631.936034,127588.000000,1579.549303
128,140933.772333,88154.000000,339.610071
256,138742.189272,108051.000000,325.055380
512,188534.392531,135962.000000,3720.703294
1024,151646.585138,123919.000000,6047.250450
2048,227808.012930,121909.000000,3079.822722
4096,183516.023584,159077.000000,2706.458202
8192,105247.899932,69607.000000,7865.312963
16384,124262.545620,60427.000000,29674.812838
32768,304090.733055,211524.000000,301980.044422
65536,565710.154453,228317.000000,529151.442504
