frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,281056.048610,224221.000000,32.908965
4,83939.336172,51972.000000,109.767937
8,130916.493919,61926.000000,50.269275
16,269975.218485,152877.000000,210.575402
32,413054.135274,357498.000000,356.816479
64,63517.633827,40871.000000,169.100562
128,346659.054819,294264.000000,173.075128
256,298530.925336,282139.000000,5043.957573
512,109324.194934,56842.000000,1265.659512
1024,371081.742302,253041.000000,16824.772747
2048,326211.789919,235677.000000,75557.312240
4096,102420.890921,41349.000000,19857.090900
8192,179145.437416,110126.000000,51422.965346
16384,660037.066574,264641.000000,136808.370979
32768,562458.440578,297626.000000,227929.315596
65536,363031.028730,215779.000000,352293.700697
