frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,201982.917057,129472.000000,0.000000
4,250652.844987,150513.000000,0.000000
8,538157.851022,233357.000000,0.000000
16,137516.543703,60474.000000,0.000000
32,317954.319081,191612.000000,0.000000
64,646274.388741,277105.000000,0.000000
128,618550.382745,276365.000000,0.000000
256,633973.061855,273774.000000,0.000000
512,929143.164293,278402.000000,0.000000
1024,898026.939395,285083.000000,0.000000
2048,230923.234940,95682.000000,0.000000
4096,817327.788303,247820.000000,0.000000
8192,732290.422085,243779.000000,0.000000
16384,1173130.220237,230546.000000,0.000000
32768,1430136.915850,196716.000000,0.000000
65536,269983.883169,82358.000000,0.000000
