frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,342639.353102,311636.000000,0.000000
4,158638.884395,127977.000000,0.000000
8,102141.414642,82441.000000,0.000000
16,275279.929054,242168.000000,0.000000
32,312178.160905,261393.000000,0.000000
64,177015.404290,171776.000000,0.000000
128,193285.303800,153007.000000,0.000000
256,310020.318179,255714.000000,0.000000
512,421135.901450,284735.000000,0.000000
1024,195577.461403,164123.000000,0.000000
2048,261407.026380,126576.000000,0.000000
4096,348940.401057,245903.000000,0.000000
8192,115116.229720,62131.000000,0.000000
16384,249500.814606,176205.000000,0.000000
32768,302940.283817,168971.000000,0.000000
65536,204548.606070,138419.000000,0.000000
