frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,299097.972031,248920.000000,94.270886
4,231656.987017,181689.000000,334.953728
8,319353.294046,254394.000000,55.172457
16,138083.797963,83445.000000,84.728980
32,121880.395097,78352.000000,575.045216
64,220088.331628,189291.000000,185.197192
128,134424.460557,91192.000000,98.015305
256,205083.267489,165270.000000,25670.943341
512,305464.413584,267063.000000,267063.859698
1024,357952.001686,258008.000000,15835.561152
2048,240227.299610,186384.000000,2388.117459
4096,130515.954205,87251.000000,10942.956822
8192,403623.204961,290392.000000,239005.328514
16384,192817.948324,120956.000000,65550.165591
32768,495802.287020,247719.000000,234092.691052
65536,723429.984925,237313.000000,706881.125651
