frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,216323.941657,175859.000000,0.000000
4,349902.325622,283629.000000,0.000000
8,96979.451834,58414.000000,0.000000
16,182830.502885,113525.000000,0.000000
32,340386.351471,270510.000000,0.000000
64,307335.700546,125752.000000,0.000000
128,192832.677244,114146.000000,0.000000
256,137695.976539,57305.000000,0.000000
512,567664.604636,277405.000000,0.000000
1024,245177.685279,204401.000000,0.000000
2048,489057.977371,305460.000000,0.000000
4096,528189.429384,245826.000000,0.000000
8192,594308.611539,267410.000000,0.000000
16384,807564.300902,284010.000000,0.000000
32768,612621.394468,248611.000000,0.000000
65536,273692.634645,159282.000000,0.000000
