frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,190008.740736,136295.000000,62.233432
4,128100.692812,60682.000000,109.352641
8,128278.431671,56312.000000,137.891262
16,283167.632218,120641.000000,3338.315144
32,236160.346665,158493.000000,146.741269
64,378403.931105,201058.000000,5536.836913
128,321463.291013,196876.000000,4345.755055
256,651402.145690,237908.000000,1110.777656
512,477259.751480,206974.000000,103817.221958
1024,523964.130737,281211.000000,23285.207085
2048,658422.418971,260478.000000,135629.385367
4096,326618.960906,111643.000000,112990.077856
8192,629398.428676,272353.000000,248341.638633
16384,1191555.037453,206906.000000,493052.323096
32768,652266.641092,207140.000000,254810.820585
65536,171639.180440,89837.000000,0.000000
