frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,118742.646042,105611.000000,55.443665
4,192096.558314,135050.000000,194.355345
8,221303.495305,138305.000000,46.097722
16,225217.456743,169283.000000,488.359499
32,105641.875343,56095.000000,155.354433
64,245037.589720,202390.000000,5966.894502
128,123452.264447,106630.000000,238.176405
256,327879.625767,259439.000000,815.715024
512,369696.934456,264721.000000,22932.726353
1024,265119.944685,229428.000000,14725.361116
2048,500882.423089,310900.000000,21063.488268
4096,260748.853173,129601.000000,70329.408522
8192,97853.747521,24393.000000,68833.541192
16384,722227.544196,267731.000000,442417.800874
32768,450543.428294,155276.000000,333707.329245
65536,742954.337968,266460.000000,732269.602542
