frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,294595.815812,185180.000000,54.405882
4,245777.314012,124894.000000,27.658633
8,374142.241742,193271.000000,138.090550
16,176552.520931,94262.000000,105.981130
32,695282.583839,287913.000000,83767.275657
64,554980.030516,250339.000000,3848.339122
128,704198.319558,308468.000000,3312.843492
256,339135.531696,169141.000000,10846.790539
512,462422.357956,265694.000000,40172.640715
1024,718200.944262,266924.000000,269550.120412
2048,464133.528177,197094.000000,79875.866856
4096,649094.290805,249689.000000,51839.241217
8192,419067.854175,220536.000000,44672.408733
16384,618167.637606,255714.000000,90679.487041
32768,527493.408261,201299.000000,179823.777713
65536,145705.478034,87705.000000,0.000000
