frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,484534.002246,241053.000000,45.321077
4,448697.733874,291477.000000,85.562842
8,472316.016107,223850.000000,380.089463
16,326285.143831,243950.000000,379.431153
32,515632.468912,260110.000000,302.839892
64,581637.309920,242684.000000,527.990530
128,474898.142104,218820.000000,344.130789
256,610304.518889,283208.000000,84021.767436
512,455990.924535,294428.000000,30115.663167
1024,384569.735283,257836.000000,31690.431158
2048,218162.768237,81058.000000,36388.645166
4096,1128622.880587,285595.000000,664397.548985
8192,347197.442432,166604.000000,67466.635339
16384,829079.391931,213169.000000,500093.780732
32768,483331.465743,127466.000000,324039.368496
65536,681434.593974,268897.000000,599597.348309
