frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,126332.088370,76681.000000,0.000000
4,186400.556233,171059.000000,0.000000
8,182223.041545,135863.000000,0.000000
16,414470.432593,231437.000000,0.000000
32,243993.933943,114220.000000,0.000000
64,273482.853846,198219.000000,0.000000
128,147433.413987,113509.000000,0.000000
256,414209.798583,179699.000000,0.000000
512,342071.166272,263502.000000,0.000000
1024,210010.499016,87924.000000,0.000000
2048,529265.310065,288558.000000,0.000000
4096,357438.766949,264247.000000,0.000000
8192,352507.578916,199831.000000,0.000000
16384,224750.447788,146543.000000,0.000000
32768,548887.125700,187803.000000,0.000000
65536,565248.935669,232659.000000,0.000000
