frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,116653.185263,62861.000000,1604.755122
4,526024.849223,291097.000000,53.197744
8,326095.656596,293572.000000,72.201108
16,724488.612536,289555.000000,172.180138
32,230579.129921,148740.000000,258.329247
64,450248.870412,209206.000000,8051.389259
128,550052.637388,274717.000000,764.903262
256,429435.808434,230445.000000,5440.323244
512,513596.892510,205428.000000,6161.045853
1024,456177.385401,268156.000000,32475.309945
2048,484277.589487,285095.000000,65150.078058
4096,1276878.951805,267428.000000,398760.371602
8192,362576.744399,119501.000000,126195.390704
16384,516917.703570,258255.000000,401969.450640
32768,1411703.420237,209222.000000,710861.396978
65536,992227.451947,74006.000000,883608.817213
