frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,113640.523732,85078.000000,0.000000
4,493574.122006,305405.000000,0.000000
8,162142.397525,101331.000000,0.000000
16,286125.209740,187848.000000,0.000000
32,393510.280215,202442.000000,0.000000
64,472666.485366,236924.000000,0.000000
128,801712.628823,288417.000000,0.000000
256,864243.813433,286689.000000,0.000000
512,289982.064514,113484.000000,0.000000
1024,599510.379557,268639.000000,0.000000
2048,603567.639688,292521.000000,0.000000
4096,593841.886184,271108.000000,0.000000
8192,581800.805901,238535.000000,0.000000
16384,552513.101694,235483.000000,0.000000
32768,794106.014086,237918.000000,0.000000
65536,879158.717201,269809.000000,0.000000
