frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,471104.070180,271741.000000,76.406806
4,350921.647819,234829.000000,81.663946
8,221444.362784,156108.000000,140.797727
16,550777.783043,295673.000000,266.229225
32,555745.510891,260470.000000,150.266430
64,727492.829519,283899.000000,1195.394496
128,700804.966264,267912.000000,3923.179450
256,685716.703574,258251.000000,6277.784561
512,395865.061147,143591.000000,3123.215170
1024,564888.819981,241957.000000,106651.005912
2048,402719.904026,205348.000000,149258.915580
4096,1199702.559871,293662.000000,260568.410482
8192,886526.188134,282234.000000,628059.107115
16384,608457.789734,216190.000000,54581.820334
32768,916832.765691,239681.000000,751914.029055
65536,690779.083392,264267.000000,552667.305822
