frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,469321.570553,263620.000000,31.128765
4,486557.359572,279544.000000,118.253964
8,94021.388811,46558.000000,386.324993
16,566597.147900,282753.000000,2664.144703
32,409652.405265,282097.000000,13.000000
64,539229.761273,261807.000000,158670.260648
128,662791.771353,281152.000000,503.849184
256,358222.830541,186211.000000,5148.958438
512,576537.299996,253557.000000,4651.211025
1024,741075.188110,264500.000000,50111.207180
2048,541960.657764,155888.000000,78335.965654
4096,1090783.831953,292965.000000,104496.763304
8192,567804.845276,225922.000000,309105.406324
16384,230296.928675,114802.000000,77256.696609
32768,686427.533614,189966.000000,608177.445599
65536,2569352.470508,160811.000000,1981798.263347
