frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,341835.347262,156667.000000,0.000000
4,285278.600319,224878.000000,0.000000
8,453134.273079,178856.000000,0.000000
16,510994.304539,250614.000000,0.000000
32,713697.868658,298858.000000,0.000000
64,326487.254719,200595.000000,0.000000
128,554223.012675,265852.000000,0.000000
256,390718.182627,230215.000000,0.000000
512,845007.777864,296383.000000,0.000000
1024,598567.405424,180957.000000,0.000000
2048,477121.785400,165158.000000,0.000000
4096,1324927.160556,302390.000000,0.000000
8192,408492.822882,217889.000000,0.000000
16384,704672.903821,284938.000000,0.000000
32768,543577.583628,116741.000000,0.000000
65536,2445466.626756,255046.000000,0.000000
