frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,304083.943335,172090.000000,0.000000
4,230826.644298,116355.000000,0.000000
8,116786.901577,74256.000000,0.000000
16,172852.284072,86027.000000,0.000000
32,246233.693318,96369.000000,0.000000
64,271655.638659,187513.000000,0.000000
128,441774.379950,204150.000000,0.000000
256,208098.242463,105597.000000,0.000000
512,288428.626641,212944.000000,0.000000
1024,277780.481814,248312.000000,0.000000
2048,148962.849113,58868.000000,0.000000
4096,220720.170034,72162.000000,0.000000
8192,194653.627927,104043.000000,0.000000
16384,733779.667214,223382.000000,0.000000
32768,1078070.440599,211415.000000,0.000000
65536,361982.259723,259065.000000,0.000000
