frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,465536.086421,229215.000000,0.000000
4,229366.053266,111541.000000,0.000000
8,419633.682978,238585.000000,0.000000
16,756278.037503,294456.000000,0.000000
32,429372.948340,287053.000000,0.000000
64,539370.253689,295984.000000,0.000000
128,490759.274338,271597.000000,0.000000
256,869805.676838,288494.000000,0.000000
512,528260.499009,218105.000000,0.000000
1024,604012.891531,214517.000000,0.000000
2048,985232.028832,262285.000000,0.000000
4096,767117.027528,263193.000000,0.000000
8192,505651.833985,163211.000000,0.000000
16384,1179337.655860,212329.000000,0.000000
32768,507646.528573,92170.000000,0.000000
65536,100483.824594,28824.000000,0.000000
