frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,367032.040757,345047.000000,0.000000
4,131137.088701,78762.000000,0.000000
8,203852.550744,180125.000000,0.000000
16,127168.878477,90346.000000,0.000000
32,80706.465869,59690.000000,0.000000
64,155649.288296,134975.000000,0.000000
128,130838.431071,102096.000000,0.000000
256,141950.252543,98238.000000,0.000000
512,150625.819865,80987.000000,0.000000
1024,202565.454106,181441.000000,0.000000
2048,139569.698864,89859.000000,0.000000
4096,477069.677676,230163.000000,0.000000
8192,346765.435505,195404.000000,0.000000
16384,198615.419804,84346.000000,0.000000
32768,369774.044798,179854.000000,0.000000
65536,95319.714446,34469.000000,0.000000
